Star,iter_0,iter_1,iter_2
42,221.16597990146846,72.57533844361042,235.69671089892464
43,157.40860799036312,108.14192604170289,235.00386200782043
44,88.00526025219612,172.26782014136467,112.17055969053901
45,132.1045145837652,121.36642775064348,164.16831676533647
46,145.9939991313301,113.12735489937658,143.62870497803772
47,170.43512472718598,95.11584964231909,75.99765190885248
48,126.54757919096357,132.43412717362224,367.0928124625523
49,34.65046518219602,176.70121272620594,89.6138152395842
50,175.4586625008909,113.58588698601328,117.60728359826038
51,115.97215941524927,136.92604378076422,259.6278984865119
52,216.30018763836213,138.23135378225908,226.9731493050363
53,116.53468717830029,104.06553823753379,149.73183970936628
54,166.65563558784083,114.67581507316696,156.7899509155734
55,127.58123201442064,114.25295068469563,304.7087348468054
56,156.16765100577774,201.641745428953,136.43258844863644
57,153.11681959639347,138.6371060897198,142.83606436090736
58,184.38101282166247,283.8665749477471,108.41140423383335
59,237.354131921486,83.40783685161635,111.29844352705226
60,205.11286966894707,113.23902750021327,174.06244535904702
61,119.13383020707391,170.34518675192845,219.99899401693477
62,154.62612177023675,175.65307202610555,274.8491273736131
63,106.7377501469909,156.99461490652183,211.5307225288666
64,219.45273806275074,201.5881395610987,90.27894384134196
65,86.6855831479521,109.37815334690097,200.23195192897984
66,102.6445433629112,157.12706802948227,103.9107501134438
67,175.20341754084737,228.01082207974082,134.6969044159237
68,123.22723546042586,147.819851728275,277.8457327381666
69,231.064535173264,164.01456855899877,158.9680082506117
70,331.9193748943923,47.574824753377904,102.21384062106551
71,66.12827732236424,93.75348401845548,188.7439149893903
72,211.82765805401223,145.25889788036667,166.58481011387485
73,155.64239133526135,100.25364181360901,85.12192869630687
74,96.95137526032806,149.87564462890504,164.03710136988357
75,183.7805533552503,142.7513724793739,48.127160647164494
76,155.64769620105213,133.08619651465438,223.4023691073676
77,199.45560525073606,115.43620958312731,197.5218647465944
78,208.15188133278002,167.15024467965182,77.20697757096244
79,136.33834567724824,195.69113416917338,253.2079981548878
80,184.0400286982579,191.14686125823698,224.1901679062998
81,226.52654976107982,96.10002063360093,59.80584394133673
82,97.48877908582718,75.52570455545151,134.7802309975358
83,205.74401365649564,138.6687831575549,161.94257039250533
84,169.95430865544026,87.70012655269038,145.69994680272632
85,181.93451237171203,65.91458126944599,97.73744087845978
86,78.06071367465461,88.54560782928667,95.32858248115716
87,113.4270861724605,146.83028665364031,108.25015956719895
88,191.34665977047774,131.96255506774182,80.6615550789321
89,157.0764786914948,61.38000634840661,95.38544949376573
90,153.72472103035082,96.504186627719,270.6885858398914
91,111.92415026641092,78.71607905571489,209.08130887125094
92,174.64232922346403,62.28028285593518,218.0980992829681
93,65.67997738033787,197.34858003840776,256.19380323790034
94,119.1227508722066,88.9237247252257,222.48219545800418
95,180.40509952013542,237.75538870935023,247.01920373860455
96,139.43966518933806,171.1877040652052,216.89808268597207
97,182.9061057659499,248.5027844817183,119.3324755297262
98,67.78980081925646,209.4746152389817,151.01877602583224
99,186.11439506276142,207.5423134047207,183.0512465627736
100,163.5274863181636,202.9706791369205,241.39276067210875
101,208.3737663117453,119.45156335075552,153.93112401155165
102,161.3923229098977,164.66257841348175,103.54374060007234
103,149.48762906888822,23.123738327505084,232.79119893145486
104,160.31580191951483,210.30251382778619,224.36288629318645
105,239.85719688988743,106.24779766376022,126.78100997558779
106,124.78575090497645,103.30417912675601,139.13151796321984
107,128.9822681297794,133.5852070630952,204.9914729873234
108,210.2933225865138,92.07609022510266,80.41934260582947
109,78.12452218628466,135.35096436216145,251.82524390886604
110,112.9624056644626,138.60660286551652,93.87488049888026
111,133.61629100284586,91.13489902370782,102.41629038138656
112,204.72319789779766,146.22433294135323,169.3170203295357
113,253.3805144312288,100.15799421604255,225.62150817654705
114,147.86906809216973,122.26797153342402,92.31343318863924
115,89.69477431527697,107.290630009369,79.31911917294995
116,53.033601991893754,112.97805133073362,98.50689153106258
117,118.52598395673193,68.97559105746244,116.23222915788604
118,165.57342594179082,134.5129526315269,211.97018283492716
119,107.13833469738468,176.51699229948505,94.41789377046173
120,152.90152832423573,150.28910772100048,186.28972697316
121,169.17366626845754,86.82164358156993,113.81405727439486
122,152.95747215388135,128.95346168427136,145.3940603143681
123,123.40813532817141,59.0496199976857,143.54715241718876
124,152.0659890995111,91.33178196941088,192.2859453086154
125,50.9320968691568,147.31394477010278,229.39827821916282
126,204.07188955980703,93.74031701370316,115.22094917029182
127,161.75678564601787,198.7132161497061,141.03453707850966
128,177.8330717791545,111.17516959474317,143.9082713633786
129,188.4139187063964,182.96872352171306,162.46861143594313
130,78.29944125398563,134.32910927017863,124.9212291454023
131,251.02433516261033,311.0030747572368,174.05268811024547
132,144.91693667266378,153.73981046416534,136.1130895441277
133,263.00117181645277,339.5252315630932,145.05758209961272
134,140.70251247744815,202.70439170610018,124.1330315496396
135,136.19692461764143,208.86890132029458,211.15748025844215
136,276.2168330604564,76.13897824784074,139.81305806432556
137,261.58974017693924,74.6638301230851,214.7152257068901
138,112.25833573186631,165.97804257004003,80.94250639065174
139,174.91092510144927,156.30722248795234,165.5420873941816
140,214.27397070472097,227.9577020323595,171.2579888900008
141,130.37405119963748,105.06466570729417,114.28357109734172
142,127.83966613866559,99.57482787403674,173.68940855131154
143,123.95887828356976,193.84299344691237,106.27036019503656
144,54.726036192753995,56.11998497014507,110.07984490480592
145,234.69525317766622,110.55033129685766,118.4521417903203
146,147.65673159349984,165.95292378436727,224.55938572772217
147,152.66442016617697,168.1008625996355,225.84853958877054
148,254.69765467636657,170.6780712627194,183.7607423557535
149,114.25606316734752,171.30642180532894,149.5502008865023
150,184.58200735948566,205.45731852334828,175.35405658140704
151,252.45223494472077,286.4206848484153,173.06738141634432
152,135.97118563724987,248.65315080010706,151.8763735120281
153,145.39376867158293,282.8642991585869,211.6618820350529
154,213.83527802255887,263.12631913516753,104.06641144042797
155,110.29760054908289,160.87435590314414,179.66112663206388
156,189.8500779835603,229.61252806197186,180.32189046164711
157,197.3056915342622,366.0300134640652,105.2126684746472
158,126.20576668378041,33.711470297441394,107.84279836931206
159,174.37018567646177,157.59386405692933,172.3697240691629
160,115.46332100736981,178.80482860513163,127.44824499373729
161,46.04883023202067,119.11495353226681,104.06344853953729
162,150.84193627295147,129.64052995715653,166.50247063302177
163,164.65589804200124,191.82386678130214,165.3187975428896
164,244.41709864395003,159.2491756028869,110.005087528464
165,101.32186546576692,84.93962559408537,74.52176746432953
166,182.1638246467044,108.62154901931206,173.38383203515744
167,90.57411580937386,152.87402957779588,111.18131327145173
168,170.97975613877202,165.68979654392487,185.34105227453443
169,94.43501508063645,218.53477620145844,170.62154952291837
170,223.84962369135653,155.59819584773788,198.67954962637864
171,242.23552678012786,192.39341012741986,192.55856694762517
172,38.873482321811984,67.94805237610305,102.64701952340592
173,79.83921957775276,121.68363721816864,174.7528921851367
174,167.96502689838218,114.76632798147931,85.43722692693485
175,179.36698230963032,211.87798633996417,207.55640381041567
176,91.81999528740725,104.90868722833144,150.9026885813459
177,100.75955581054387,215.07753488984466,125.54810928760472
178,104.80251734016366,217.40842087433177,95.4758460351476
179,147.47495188663797,143.25024616553654,120.03883781490251
180,116.06002527688135,78.37241128691647,143.47491795719895
181,192.37845905667632,131.7921985456584,134.55512627060185
182,35.57830810995415,193.57920907444128,57.92295742419969
183,130.2171898461131,227.45819693095999,87.68786485694226
184,146.72487872309978,131.68767163197882,103.44848473023804
185,129.5053882741112,149.10235993854738,162.6243762710279
186,163.69552429575978,177.92917925503522,54.77931571861053
187,57.56950290296218,75.41642571454123,137.70465114486598
188,247.00593892893073,107.59724773236941,152.58739467313018
189,155.38341653713854,136.63615765866962,121.88371741237269
190,229.96240967514365,117.5070392554083,41.55166991986331
191,188.23427976817214,139.5605209197661,152.7212205726806
192,213.83686992809376,121.53144725101443,68.56505352969484
193,146.7909469851694,180.986144349866,178.4135372981353
194,222.73484079835887,179.2351980040495,46.01099661957488
195,170.2495714892288,218.49336390592723,146.19210797176626
196,147.3829548735126,132.8332309612242,63.45533403716711
197,236.8648243320139,158.58167672486564,206.41055802851616
198,144.8846652033858,28.087942583003745,132.4115253028436
199,73.1452352197908,35.101497955730544,140.84092590115
200,104.51253134164828,92.86709314521288,152.52092711587716
201,178.68742793409547,208.21668967121292,64.34053191569679
202,31.703622541117927,164.23064164816628,128.3838978954135
203,146.43736451862452,93.6707308403252,330.01538220954774
204,188.44395668364078,179.18705741735633,163.94343052068655
205,221.6327555718881,185.1389007921741,253.74958412703853
206,201.64022484071205,141.39452295572738,152.24515327923658
207,146.1115106774688,64.30017490792609,186.6728228111615
208,91.9184739311494,170.2615950161345,51.91768192948279
209,73.1161607333252,276.99331480953003,199.47984261682765
210,180.2654950345258,213.31624511349455,170.2139373430076
211,23.643876629454418,98.54682849277083,107.1159203039387
212,186.16765869966986,173.66128926445504,200.32067912475065
213,183.72025664269123,159.55395571743975,148.39975822117773
214,199.16199999130663,233.24281817964672,72.7130007185779
215,129.2016183663702,116.24616455721362,55.034459536645336
216,52.31541450978546,117.77898551646808,218.45187205511832
217,225.95909682891767,138.08516883673983,190.2325596293746
218,98.87972998694264,68.93742502074106,148.04750089262063
219,162.90099234793655,286.2239321038152,53.231803721141965
220,88.73788796590469,144.2695363082415,142.2201408221263
221,166.56435067705573,147.55639006383652,53.165599111188946
222,192.76302451162934,298.6491900819692,60.12830318121902
223,94.29782761710496,108.03318377908037,144.92837505843715
224,115.81378426061326,149.68944144129375,172.16168746002157
225,173.7820700055354,109.76421431393564,248.68441260940193
226,78.13752108407337,71.82073196344481,104.19792792133414
227,110.92215390472536,223.7386581538828,142.96102735423491
228,197.70591470860927,225.036734305775,35.50009733273826
229,144.98907162695556,71.37549909046558,163.42733115077252
230,155.287493081944,178.65431413818266,212.55439104202947
231,131.26043868193807,178.74466118835974,162.90505823135928
232,84.80740060999909,192.27762325134765,72.85889867399399
233,87.03681729741463,182.8240978906576,144.6779802437189
234,103.76705510446898,274.7950273571496,199.805741031225
235,230.9112194099027,89.39916557798247,73.38668957661271
236,209.77350102878663,182.51440916723905,132.59051271094984
237,88.66742024611952,88.27958205396051,127.89478202660463
238,141.45054214798895,104.5906559733272,169.3830555186288
239,289.42260148590134,55.027094163754924,232.62129391140155
240,148.2388794151629,61.790989493152885,189.49625911923775
241,203.14267032507635,178.05752508880659,212.85916834801864
242,142.83363569728152,195.80247813732623,89.36156808477719
243,229.2900290470169,162.80456998693543,306.81810181038884
244,249.11871522753597,148.38180846812438,89.21865279755905
245,129.05554646337328,222.19577862983402,169.4408062076362
246,104.23377726655559,115.83325737016138,102.04765018601374
247,142.989067392812,91.17814144810998,121.76125392734998
248,196.6393965358782,115.26149221445745,121.07800401007749
249,267.47582610203807,79.37482849967633,160.93366833771884
250,77.73010378008668,115.9511177572797,139.507695966829
251,156.6135402387548,269.77740681746485,115.01227034761703
252,83.5303588869895,186.09750230544267,81.66958714633017
253,95.3392630665354,88.58449126905332,122.66889890218224
254,85.42690969356427,59.314661753634034,90.68938344262253
255,187.81721926217173,209.99951006570356,249.79718015008595
256,135.0399322209815,132.93543711004546,214.70225465397186
257,170.27903974951397,246.1252013010885,183.60617085738883
258,160.47408852962658,102.69371962390751,78.79066295245747
259,119.56837107267398,243.22854321817334,73.06836789561433
260,121.36215275132179,137.53491725809457,162.25722914508214
261,169.78406538473763,189.05544868143159,155.81011450528612
262,195.00218622151414,99.94324226861309,115.1875705883338
263,194.14344186863374,93.3197667807696,108.24232039705504
264,51.64545109828597,134.70382184212502,74.15205084606286
265,41.72673297061902,170.6021705516996,110.60132760363581
266,148.04477328161425,94.60319189442026,135.3658630027177
267,217.7867160438636,144.27303466004912,151.12643110458475
268,144.4042462722375,160.8382154012718,27.476741763187214
269,183.76615222316016,64.36194507843285,156.3234220959818
270,206.99674631701347,116.40965748158904,157.00988287815974
271,145.10876658779915,184.22465422342373,32.855524959931174
272,156.05020957045687,260.01398204990096,87.66395360624118
273,167.94869440991542,103.6857972131569,137.49571227735512
274,133.66911271283985,144.6798008851473,450.08715425661677
275,119.43413735602726,157.57971147996173,201.45367895855316
276,202.6392872524915,197.68901522695472,173.49945033655155
277,61.80062992666743,182.17667366223947,189.9302220574535
278,32.535537566233394,158.22948599064273,197.63649397533746
279,200.95060424268596,97.75890551865153,112.44981990509402
280,181.6255588003674,156.77539046367136,120.6701926399456
281,251.8399250669089,218.48588246282466,133.50162841929875
282,81.03282918961321,151.8931980901622,77.26373163400791
283,92.29094638509204,102.60357972869348,61.52128625523422
284,180.48898920952914,106.63095101957335,97.83355423841726
285,106.96207920096258,127.57091021517945,98.93836570697057
286,111.811849364305,98.95817814098508,220.09496213676675
287,148.30470009879852,140.4279383846419,149.71536228773613
288,218.37952511352447,115.84545764386623,168.96524589930837
289,55.5961812852989,120.3012939517733,104.96684093532735
290,103.03809675456016,275.32163054629626,119.13019350136035
291,90.39204323161076,207.1738868731646,153.18123740424022
292,150.67023244083987,103.43354477303092,144.37438936930903
293,102.10464839983409,226.94904074361258,277.2089539849939
294,61.577802133518965,186.62086532550617,190.448771306148
295,174.32827857769684,134.32273718029094,101.89165340928669
296,189.4648828626667,199.75006761271254,185.79800121166056
297,185.9462295703906,159.37789861053676,159.38691523468316
298,141.82473610169546,118.67474480200826,93.3376742193011
299,170.00312937290917,128.40614155927224,106.56887098301239
300,190.7858873817227,166.36035508747725,57.18893805215118
301,121.99427645561863,194.59989997561016,183.41469199059853
302,114.72750091370902,168.0139486124148,217.76822623702841
303,121.47106195976866,207.7610649668452,102.42695321809524
304,112.90192697449767,99.38682253530834,109.5024084381313
305,124.71831968949111,157.52690281976604,128.54106410132303
306,206.0112888562655,59.93444626957103,204.52197279230091
307,170.37720034330545,111.64506533071642,158.12119595666832
308,173.01110052504205,155.3183972527216,210.33006665403448
309,97.9426818163421,223.57254897952888,190.03938176100004
310,107.43283344929567,109.04807122058212,95.00724766161314
311,164.0337106419591,125.50806241544768,97.62142318866746
312,101.91149982609807,287.1275862650793,51.858201841087684
313,145.41767398599913,109.1033657086274,126.1426391453668
314,106.5720402814062,117.37503377804487,184.35535499625036
315,242.63370014956334,162.95621524409415,232.70336097758704
316,86.85570522954295,208.9768315885229,175.84907535192733
317,210.20788151151933,101.77319760685441,179.8799134020714
318,92.18367109815482,210.90112360099985,187.9013339646736
319,225.7191066704561,91.51023776041033,305.8871563329561
320,23.528776801991928,92.6622534878177,134.3603058214418
321,190.30958612340342,195.64245332464972,130.382283338054
322,191.24403901055416,109.42398454046756,125.72056096073273
323,174.03777469217906,70.40975185868061,126.69041637163515
324,115.92279617877188,121.21937667937428,144.76861724863247
325,56.261800657653644,144.9555768053455,218.64751273768022
326,207.9062514157609,168.00489866486245,196.92339567215325
327,271.7432336316905,217.11996440232954,146.94386865125685
328,128.5609107307916,145.21111179757418,120.30865938664694
329,19.96446870591257,202.15072650451563,106.30160504776924
330,158.75538428356285,105.81194428613243,168.31540001887097
331,120.48804332289828,157.14352931483972,208.40843217832003
332,153.76912194839156,77.44662848692793,233.86502654730137
333,103.35134416960226,137.45869566266262,175.91817984020537
334,236.83893703308743,247.98031689578463,88.43577900015238
335,106.12966967607335,161.8743741824961,120.00969736280814
336,235.67295712835042,113.63613095869475,182.3586894933013
337,151.0983076604554,124.3078101421221,64.85080267937568
338,109.163094911165,120.90396966749778,157.6130777339753
339,56.50800511968084,101.93262521592735,124.61945220298887
340,98.99730869273164,111.8151485391777,156.37795656295222
341,170.43071921993948,176.84388875933158,47.16831824684521
342,188.79281699125642,206.32537230200674,143.4209336684554
343,113.66850445411882,175.84404659331267,90.33842962321323
344,123.88444676968888,174.2242398701122,109.1235898754834
345,202.71627660664316,100.74565931555118,129.06398000751634
346,116.80130221756062,89.85810182510514,275.6720405707566
347,229.74985737520706,169.44662662336754,240.10812355602093
348,190.31037207085154,139.3367462298112,123.29493325974717
349,79.65936200769383,225.2635477648423,157.47035828749955
350,169.61854263842952,255.0195456927324,247.38556390489384
351,215.66079841876612,93.61340323875102,155.647303459372
352,108.29643956137127,100.69540692695354,112.73988465747699
353,139.8254752724323,147.62449913184955,239.69363075571314
354,90.28381878159881,176.52510915308102,149.09242493572847
355,217.28517718608182,46.55573612571342,127.58634065288982
356,87.37801123299644,130.37581200617694,88.30623005668613
357,146.91893183187534,62.085718062400176,153.64770609840127
358,117.15538142909591,173.85294608981147,74.64890650413562
359,90.86989753464957,130.01054732163354,105.07446297069768
360,88.62076088984041,157.98464116165792,129.62286284737192
361,187.29464129716456,167.07321627681318,169.08491441689344
362,100.08352305301271,201.8094934648036,203.75045098464375
363,168.90878221289753,127.04018513936312,284.88373610453937
364,146.61332219681475,110.37612549471528,144.89793532108084
365,124.80681739453601,128.20623933410178,44.70792164724292
366,197.0251072446048,102.60853886074764,122.91974479027894
367,106.87878289287184,215.4938041927433,91.39711894919442
368,131.99858360361185,153.9808073459647,206.80397838799448
369,114.45230758376296,176.8362438190694,152.83896041924655
370,156.0060622239979,91.8638661383869,106.87340625822854
371,194.52582700109298,103.97358217729757,27.594130618847426
372,183.85883342779147,152.87684736652437,95.60002394661446
373,18.18693927587722,208.07923974233222,100.77510473663517
374,183.74351369350157,67.43059661866742,144.1658333833614
375,180.7907536738641,225.8678262071529,311.07078645280586
376,168.5878345081055,140.61369094883028,64.99220583003532
377,156.0586778142182,94.00150674090763,142.23355779237227
378,119.16507837755296,96.25859056500597,211.29125085243675
379,110.88090828083021,57.46843157997793,96.66091103134747
380,123.76998214028194,129.72663051342042,177.35455870389268
381,111.51403962182265,96.50404088010244,156.18103496499856
382,92.44722117453215,139.65879174711557,93.96099846573019
383,216.6446051789611,99.89481467296868,131.10750682137362
384,130.66122428463302,108.60229032394334,133.3563467876718
385,115.2617386132339,138.15110127754997,152.63910333651776
386,103.60925447356729,115.93953524142053,191.6557426198329
387,139.1274140657592,195.30923939802761,155.39659573016198
388,150.69809312086966,175.88241722163355,208.18165025538534
389,157.46154904762363,76.46320806148407,102.86288005000849
390,144.38809504980662,180.02180369796753,208.79875937324852
391,130.6384580828594,143.5329149290501,189.89011692237722
392,63.50150362667619,138.12528437373254,217.88484666066373
393,65.74220057090675,77.4105385551936,104.06641144042797
394,141.846324525487,153.19694996198047,151.0694414075297
395,168.04541561083764,161.4498699124944,206.5847209467449
396,90.71510848042931,107.15266783456501,51.85851937172232
397,187.57610552159866,249.66870334576018,132.94046182964618
398,111.0846130086177,252.18964519493585,224.0035038604091
399,109.02117431127279,190.10609920996077,102.17636503405184
400,226.24011833325306,217.36129513158744,102.96526798042623
401,151.90781403472934,74.48577748532036,220.2486371149092
402,169.2903801963252,139.2523004042754,218.1144818415754
403,266.47843819604907,61.08612433711972,240.26711034630807
404,79.84732390690054,48.35267661570138,193.966852024085
405,60.11465994510761,155.03294063065698,190.7395856516232
406,107.03562961379522,108.14868563610155,208.22274176149875
407,113.4270861724605,206.6821039662118,268.2340100247494
408,122.62144515926356,81.94570334894719,89.97159080916518
409,187.36688686159766,164.89202133154427,125.00833617496647
410,77.85400917445851,44.84981799778486,135.68780437173677
411,77.09362799904166,173.480840268247,87.11297479711646
412,203.47446350197058,126.53497141660085,111.12578999543004
413,142.93441991682784,236.47470137619456,91.47978914110068
414,179.13364369955428,160.422866424437,161.68013822981942
415,196.06368367723456,30.248433728722656,142.89714596467033
416,163.44734354848077,179.82204085240306,155.092176739427
417,126.00738479651898,205.17122587641276,164.34847308165757
418,182.04375359040236,149.91266087434298,113.33216698931979
419,136.84744328731549,145.97310687862372,118.69013846069164
420,204.7309446232561,156.41627968277288,55.993675793747904
421,98.41935210932132,177.86065488850258,124.13400997546782
422,175.59141084358646,190.55437994549544,223.02570887686443
423,188.3999567909562,27.939099805275408,58.262179332137386
424,131.52983321653804,154.23981667718442,90.92191457853654
425,111.86576834378873,115.0544387416346,167.3370714215628
426,135.7563365741782,98.47546398788165,237.2519495574053
427,227.02943901538464,110.4063437025336,108.44128565733136
428,188.84669265229175,105.73271001343254,97.66929801653951
429,153.05121872444457,171.68178287561773,113.35684292406278
430,159.75365246152506,175.90539963964358,73.4898966347565
431,79.37057381937271,81.76518086361673,60.800702344029425
432,271.7844825035133,206.96975366997742,194.50587010511484
433,161.23669865698784,147.13030823553524,191.53398178371782
434,74.26479841194941,137.74308932323908,111.72220404747391
435,187.05688049784186,179.36770729691384,162.95106283721574
436,106.04355508712544,226.9692277261476,256.2843534577551
437,93.83798715123032,115.68903001324858,87.77445741137899
438,71.59249904099403,99.10696461593113,193.3459827556802
439,235.99540471152932,132.5762862176164,131.06432887107073
440,183.61668018089102,124.07368720708789,63.74175173128632
441,269.5709198629199,88.28699634203106,114.09542716996684
442,116.44580757900113,155.74567792668662,161.54718626142764
443,204.93449125536966,92.38957955133232,191.57004390037835
444,269.63220118971316,155.6414252723404,121.45177316487728
445,154.13159200854486,132.12159151287113,129.91306980748396
446,88.24649212964074,68.61410243754335,131.64409259754174
447,145.3954511713673,192.9072563433071,131.03326660574567
448,156.93735921843256,163.43550109082705,109.1583682510787
449,42.71434420311509,171.6020136191067,163.66489275113693
450,175.68241721316585,119.53746859804782,162.17026171674303
451,237.0049079047076,85.63651332214556,34.2224326537603
452,63.943176912873746,99.60673443731844,223.03288408457678
453,206.80178837034669,118.62776436149674,111.92615557110445
454,244.52175775211518,212.22809846305708,264.8190654957032
455,181.8720384114629,109.03263224950905,127.13958304201628
456,181.55831283736933,160.01711000786761,140.16227231921008
457,181.13373623929152,113.65061065822657,195.59428807443012
458,177.12653251438982,126.99353264506472,80.28683830523309
459,102.02870116019861,89.94478693142928,220.76968972975303
460,123.75369137943683,121.05851938751869,155.2745676002846
461,216.00678668135737,169.80648545655387,170.29306705475756
462,210.78175240635235,156.54824115183467,173.30803776075854
463,199.82406908826582,100.33107624899198,153.79352356756152
464,103.14004266895913,126.0657625559471,117.3692322508296
465,237.71348447317007,100.6396035424027,143.36185692290272
466,106.78527889063454,122.72044247994154,173.9631741601803
467,66.72868846946771,82.93844358485686,238.92649643688614
468,84.33930903603112,173.49577523686202,62.08577983619194
469,285.7430990724585,101.80911833601108,148.56714878703997
470,209.21312971224287,252.57929526237075,262.70276964449624
471,127.91606152582611,80.84755257217967,108.26215462896991
472,193.29287145465076,159.89110390475523,113.16253073708098
473,52.07826095695494,144.41942461831997,232.9741037344637
474,213.6264243456805,115.70435732632578,205.62704129895133
475,88.23117274417214,149.02627167845415,161.2564507746572
476,205.3017066317312,154.89242535348293,183.03248937652822
477,154.12634596966097,112.22418976611873,145.26225029489157
478,266.1426059987734,104.24608453360726,119.46346022492868
479,99.74169706098704,98.11466319395086,85.38785110877673
480,154.08341019766033,290.1012429415436,115.6020344174058
481,89.52732351096674,78.31095566891841,187.370540267194
482,218.2897453315928,203.75621107396904,89.03646923329141
483,110.570355607168,155.47594537489627,115.74823161881254
484,225.39682854841115,48.541103512097536,181.11055230535743
485,146.36940807506465,143.77397847659543,128.75114011380234
486,81.5695246186635,74.6323440284859,83.07326035705587
487,123.4253297000537,103.49700276817181,90.95607966736956
488,81.95158251549417,182.5867747978421,47.889578884686415
489,62.24182444328915,137.48631806941805,194.66922956320866
490,105.69960195676605,172.9534257285181,290.3594320340147
491,247.43260949252107,170.58330826933124,211.24550585426417
492,235.3980898878791,133.13479453629049,187.82536818424003
493,209.41235251182445,137.25984990970693,215.4705493065195
494,231.58373054313282,205.0889825434825,195.9550523982793
495,143.28503082119337,175.83816146083376,222.33222901962105
496,92.99135204654196,99.27210685620891,166.50298934750745
497,225.76965101912066,196.14810847622883,113.21948414877698
498,231.59798454556153,175.03693693932695,148.43577581704764
499,161.1577306436099,213.0899865531923,36.561636226137196
500,167.46124145241504,219.6856196978376,235.1580791957965
501,75.6243925835956,129.30504714043386,97.52346320268151
502,155.80722642018387,70.65167011398887,99.64462425062695
503,151.20182842189365,176.50871505642297,104.6966757708313
504,149.58395788893804,154.60120577874733,127.58615690628571
505,242.80252240443767,91.14205424477763,40.1847610966687
506,152.0656346304798,258.66037106853753,152.91658656094722
507,163.96960301091366,150.37551136843658,181.92099267520737
508,159.5740637188427,179.9914892383477,118.18077763756577
509,261.30104648033284,168.6848821701146,62.90721651419935
510,185.57423010945655,47.0172217352587,106.61491834201372
511,143.75329619900793,125.40296206900467,155.66217235617987
512,219.21376079351586,125.35609188526261,87.42564472981088
513,102.21085236917091,150.57582975197306,139.97817302336267
514,190.68264342259775,136.2338041614572,150.0200123483737
515,70.63594899560326,91.46268464015009,180.61052769119686
516,123.58844855684109,87.58815665106087,108.4329817392714
517,65.92290521272088,107.11597706382634,146.72054428301956
518,163.1409188244056,182.25236808129148,213.23860029066242
519,95.4531195914948,109.21739994919419,98.53585279060168
520,78.472823948654,135.38072518088708,74.4288997600537
521,141.9672273623935,80.86967497505397,107.56809719375588
522,121.11962911769315,44.65520218967524,140.2754327499968
523,165.50053649203798,173.6363341618081,217.8722958695
524,144.0284980338302,91.74231795845661,117.93945584382897
525,133.30088385897054,247.43843162511376,206.81910550063512
526,99.63514861269151,191.5695975898511,146.85255658159872
527,139.0169284917595,114.52173786614006,104.94952236470947
528,145.5037701711141,128.64563479552456,69.00317743247741
529,211.03409317919957,106.59582392751334,72.89200201062401
530,127.40800565849658,110.7096152690044,95.13084188245314
531,157.27136409613937,99.62602595597795,96.01394770530207
532,190.79781670887613,97.89180714674362,78.48297901241637
533,51.88968163574968,104.72164396775783,116.05059032292779
534,43.78546802570331,192.27314999302052,106.28937809045959
535,206.80186618714413,174.81956763882624,138.00136047466802
536,94.59836920756439,221.65977566502963,117.47462611714502
537,213.8406545214666,24.809439458337344,137.34753563666388
