Star,iter_0,iter_1
0,212.30248122371762,130.28534895672132
1,134.79292637619608,136.55450867776835
2,29.36719603250479,120.42449905275149
3,101.30713697607338,67.1031082848336
4,158.9898567070691,87.37815949674149
5,200.77593239325753,243.77423125850464
6,128.30428563817145,155.80498828072965
7,203.51230976664178,107.13987725591723
8,88.73835541534196,99.66794826601489
9,120.34385267988856,172.61358704710184
10,54.77391025502287,146.08666864186463
11,170.1962493150358,176.8824095531296
12,110.6129607714081,95.44485373308775
13,56.565338686745854,171.02635707302667
14,91.96852559829934,163.28899071385138
15,140.74520073320568,173.02396119634082
16,185.5182294267025,192.6393001274143
17,152.1877163279337,107.8942416827546
18,119.70271082203254,196.1811045862454
19,74.68574114768303,124.52592586084778
20,167.19145462758206,196.6913822971298
21,184.6559914460973,72.69149614427113
22,209.88826799557407,273.7401982983608
23,146.0260052991889,177.40192859986183
24,133.8191558813574,181.07504748135955
25,72.89623943163087,246.89425194913952
26,109.86636419705705,183.65760878303033
27,68.91945356628138,225.17446542590847
28,142.16787290732205,162.86066944361923
29,159.7706250489609,106.36015459127988
30,189.40792378502178,182.25545182149608
31,191.34403634390887,220.47825017949552
32,65.16018270127658,200.5901621818667
33,127.35041331305322,137.11510173738503
34,131.61144370889343,86.6754737628778
35,86.43370168796098,244.45702058507274
36,86.0189814351335,62.942358035399565
37,166.80432162601986,122.88964133670741
38,174.68500083962965,155.79965535273877
39,125.05807645709591,238.4102002342656
40,175.8613259502643,156.1275175730835
41,140.423814175875,55.50248472869476
42,77.7891889147651,219.1796101974134
43,123.53860939976734,121.61847446919496
44,204.70754922324315,145.67926250014148
45,65.7745012612662,109.66437767438212
46,99.72400349956958,134.06978461494177
47,147.03754021325133,130.5438096077905
48,188.19048676653637,213.81597701602678
49,41.596775755018555,114.12631959872905
50,132.7081002333895,81.63683765399554
51,133.17375493520294,188.97695997929634
52,127.35681546250487,217.00641515188656
53,190.23421236826323,47.37604365343226
54,181.18264671119792,290.04837595911295
55,136.22882945221752,84.1071682746296
56,108.45244545048084,132.11659645750942
57,166.26514211091788,129.94217822856868
58,64.26372401915101,70.71472718436894
59,187.97862841939101,104.24159569134474
60,203.51238053951397,245.25966456102492
61,149.34298681453836,233.55147948557038
62,109.19588775491917,107.3124918836761
63,159.2545704973017,99.37875215946623
64,48.77208845618037,162.00934238733993
65,173.331972636421,164.2573535044009
66,103.10203480831572,137.9040828866981
67,173.86218586074455,118.87595401309808
68,90.21899063633042,153.7365113788474
69,68.64502114187691,87.97128964853984
70,45.30731416850514,164.33247877210994
71,260.464293132303,207.53652164583318
72,190.79079755643622,185.80818847022718
73,228.04516404887218,113.40681721727408
74,139.13403418247393,215.55944379613982
75,83.24282212462641,116.17911478169363
76,109.45224299613788,69.29000297046329
77,160.65151470378373,143.9036367069455
78,102.97822381742155,107.96430499151282
79,221.5990871370384,152.15933460069593
80,176.74851565056562,186.7701966767227
81,92.10815005731382,148.58983963858688
82,81.57375497707427,227.1718534587215
83,156.35081350984387,198.51907424233045
84,340.18928718087767,202.23550632709615
85,187.17188983779917,161.71438739597096
86,230.44074801132058,104.15945562482447
87,158.76424728124013,128.4383927617199
88,168.89072698193056,210.01761086650893
89,136.8872497693885,138.7111124206739
90,168.4676028433516,90.55377846337349
91,153.60927894035595,211.83741707740776
92,82.75400234982345,101.19577213161101
93,167.78612185271044,200.3578430030314
94,128.70013503509173,173.40957528067514
95,97.73548317222075,143.04208212218558
96,102.62043469709992,162.89413293789872
97,66.66000218279258,176.10030338166413
98,174.3749753094592,154.00118202675367
99,194.97386702852654,113.51292294382718
100,103.59384947135823,170.8919353579057
101,108.46865130863479,184.9006713419809
102,107.83185209150756,139.11184057558296
103,111.85035943004925,174.7881233830808
104,195.23152227036147,155.02563830552637
105,93.84022663347768,105.16885936339484
106,177.4032003013735,155.50040089959145
107,141.67778571183854,119.39004549704941
108,250.4011662180131,252.4529159872988
109,207.28541303845816,233.28215638212524
110,59.39628123533558,69.6327591241627
111,74.99856336374403,93.26436367628523
112,206.66840357776928,227.93402072637554
113,133.263683947507,127.41874610186906
114,184.58951293980243,90.33868737491699
115,159.90251773185514,95.24620995476388
116,147.3598809181425,224.2037270804886
117,176.34718134192627,207.59494135360785
118,209.64758951797376,242.43510453343032
119,101.13047655637392,146.74619391017708
120,151.09750742744606,177.584107153262
121,63.3316461063433,90.8665566650946
122,134.91334678676196,81.04319813643613
123,146.19413626212452,119.5513290554556
124,128.3341399219403,155.07920531728348
125,179.7016327826943,116.67979158535375
126,143.53456176555372,266.3310290792749
127,134.8902739321675,195.92704960820927
128,124.22101181997398,178.53967982187515
129,227.85346215869473,111.4274867893677
130,92.53273541278047,58.85549978544583
131,158.1342585518345,119.6544973737689
132,145.54957761001356,125.16826808652752
133,146.1093329083818,161.44570536869827
134,198.5972931142163,49.861575999201584
135,174.68875878861908,276.2043335289794
136,103.66994771675553,49.70438320896476
137,74.76033333276109,172.2609290355348
138,141.6236870266157,195.71236995146666
139,124.5398346517325,163.56089676936847
140,110.09371554215102,158.3024460492712
141,270.62242782280515,76.27013169377607
142,80.46561526813062,188.51392041396252
143,108.71045725225072,179.95658084007815
144,72.4472118034765,132.87593038977226
145,145.74900500653766,223.8574822379187
146,137.23819167696374,87.79378987112118
147,243.2510540975042,170.04133025946737
148,129.57887032800633,281.0997042036942
149,114.90810643095888,138.1663755659841
150,125.50749438432236,193.81926030332747
151,103.2458183950644,102.16417837812101
152,210.2421436430191,132.00143117256056
153,157.53888390702036,176.4285518945835
154,156.36340048587417,142.36172402836402
155,151.95520423235084,71.10491464626611
156,132.23308864410876,120.6185077554744
157,83.81192105755513,184.29995041993118
158,150.4104467701635,173.91516296963275
159,115.04325261793795,220.88295836235457
160,37.11796717235695,180.36018449467213
161,62.621017213120616,227.62902794937932
162,106.45618955226846,132.88320984814814
163,270.6980363261922,171.31024208924876
164,174.90130256476803,118.25572955582086
165,118.9905426334834,161.9937902986249
166,151.15364427896375,123.1646684589221
167,155.34219908948035,210.6936781789016
168,131.86565476078175,119.02993271942465
169,198.42719893198566,168.80754443932963
170,66.21318191402636,136.80752093962673
171,50.94134469488716,89.84632341827859
172,96.04274539650727,135.3916999780138
173,75.23179696670144,148.74539083267513
174,141.4494696021191,132.01779315751077
175,100.46914507310666,100.08844438041953
176,183.92958185102268,188.26516593409622
177,162.69904755776304,180.56094094274303
178,186.4699769386182,87.60577302860713
179,184.25904106075768,238.51839246713615
180,33.70136491102793,82.27230929220975
181,234.76099729053797,176.43300127383924
182,94.65865017745958,81.99457755359802
183,113.10125779421567,187.0649028574391
184,183.63339182216967,149.86919068203812
185,204.55147127716072,202.99932601773838
186,86.72440530243246,232.88819432934753
187,224.7145523964327,123.95618998527306
188,200.77525347789478,148.45202875814164
189,177.6642628959675,241.15215881332063
190,143.91269821939014,172.09739046927263
191,199.76517297491455,184.19875410962044
192,111.57961723339446,77.75706983128936
