Star,iter_0,iter_1,iter_2,iter_3,iter_4,iter_5,iter_6,iter_7,iter_8,iter_9,iter_10,iter_11,iter_12,iter_13,iter_14,iter_15,iter_16,iter_17,iter_18,iter_19,iter_20,iter_21,iter_22,iter_23,iter_24,iter_25,iter_26,iter_27,iter_28,iter_29,iter_30,iter_31
24,197.6096844412594,376.7259181658724,638.9370016488602,644.224847996504,1012.1376526445622,620.8161715357764,944.2857747611929,927.8433612321193,706.455681715227,573.7551410778257,447.96904953355755,199.6805743932304,1067.8144330708874,606.2626150604373,331.8615922691992,559.6229775074958,888.0550464243016,621.1373402642454,769.9939797028336,692.6010156836342,367.85396095977495,981.5630232092901,447.43795432158106,661.6855263861391,566.8522439935285,630.2203299988271,1286.5746723821649,552.0803982404867,518.4570546018758,938.9598208235706,102.5414908492365,496.1830541273126
25,413.76111910235835,631.9529063484347,1257.6269830496785,1153.3432587936757,266.0623011360813,750.4804059222998,311.0169499303432,1112.260686064215,255.19719968903235,527.7401148519364,690.1369372153982,345.17559206660434,720.3954951440932,472.75515927023395,817.2817286912657,567.0084064963047,822.0157187765932,994.2164326940801,538.793533399707,311.61250754957405,837.6357924189966,749.5929546865483,435.7221145379613,648.7304822158602,962.0250362982009,1033.1324390234965,621.8037877214243,1446.3444724538342,523.3516735717083,642.7743005544972,507.5435237394313,444.0108510240711
26,322.8769690239571,632.5837961320412,537.339895611729,276.53121472118966,293.079330375548,815.8894783562699,578.5723257953513,442.7506692128081,462.6322684608449,264.12918082430474,302.36693233743085,458.13280763640614,474.0103017275863,676.8280168458278,1510.1105356878595,544.1733695990215,301.3108361936531,711.2512577122097,361.51378710816886,206.803904861367,1039.7400248409076,544.9714417498185,1398.5755654429283,781.9696346566506,1013.8810690826147,391.3289227346128,354.22525046085303,659.8819395116327,435.6818558909329,998.4922307432084,1069.2652306078471,591.338485502773
27,623.5304121074333,792.350414738409,923.5618126409294,1197.3659368638564,953.4153916043198,557.3061002108434,391.54567851954016,731.3014969447285,892.6167999694819,1132.8956941350748,433.6980347653305,446.7584021562317,453.2080140113664,797.293855361582,355.8307500263604,607.8403035706348,750.8407501460517,735.1123476820326,978.3010238739656,1246.2520920385116,410.86484257904317,654.7845641981929,688.0115850995211,675.67161023738,303.3631524053393,599.6154065370813,723.5134774944912,879.181016593183,484.67110249634453,978.5135535717171,672.8862000354869,343.9951959457777
28,881.7117913820796,154.67771529780578,664.8383616868024,544.000365121131,306.74447995823857,536.5853851396155,745.4203301653856,462.06414785457923,584.736185862535,193.36782551843032,476.28049309916275,937.0105689622103,903.1308322967652,273.70606755235826,563.0973175964507,348.6736295236661,655.1684613960583,575.7139973181792,967.3110983407071,509.4641740331463,714.7822676954378,705.0971010831552,248.12539275537122,574.4731539504216,860.9924229543938,669.2739972226931,477.00815177092073,768.7800091463829,488.3896395850738,397.3017500341283,673.7774914209987,300.98720791004916
29,1322.6103722668317,613.961663143091,753.1088676220363,1111.314132860643,1060.9551000224424,340.95105496256866,539.5865633432294,880.0489575307595,161.2673551099127,558.2124278084008,501.471057157627,704.2741927470072,777.4059897023471,687.8060914619582,191.99125757755894,447.07770296370865,238.24058003152305,388.68091178692464,635.4865220040989,467.94612315948467,407.68599744569786,419.3723478102795,909.6404777226779,536.4348417428869,611.2720307094756,738.6868332041406,1103.0692748996782,993.8258091592534,476.73118141964653,625.5665736043004,972.9263814092095,410.4151104594317
30,1292.8794055977119,892.4014429622038,1082.9541646221612,219.14164137938062,347.55583549536885,641.2897781890167,689.6821385932453,1058.3549237871443,915.6215388747412,732.3357402915999,486.0633108211011,628.5024459353622,770.3286824119842,323.7550404970769,931.3008999528654,487.02161341570053,600.920485884902,795.3121185665768,823.1341998190476,901.1006680279244,783.8218879670094,536.2731990375754,782.8216779556146,642.5719578929215,504.32575273517375,581.0400804533917,754.1134831711464,628.188757331884,265.4113247514235,813.3764853372323,229.89891022408716,1277.6838040953596
31,361.5446350445303,791.4584117700363,845.7947640193947,661.1174880728637,548.4508507290969,966.5852415036667,144.4840481864849,841.7099067635645,337.800119279765,1024.2824644122582,928.4710462094565,358.7807310953666,1067.8144330708874,364.3828226658755,472.3900067183281,233.23313006416168,855.5007117720172,538.9587865435763,369.4430869173847,720.7069986053457,451.1860835550957,610.355094059956,836.3560550039662,1012.3246340854273,597.6574115427763,178.79748453506656,797.6557258544276,878.173539941685,316.36788023168697,311.26594010808736,396.202664204815,408.61986997955125
32,836.7090031837496,736.9029925517372,279.7887039576044,1021.9215664897764,811.7984210517992,557.3061002108434,626.1999074408415,450.48195583173526,444.20470568997973,578.3191967347149,531.4630832023424,372.1990199276654,501.756446094119,677.1394012478472,775.5696300910935,244.18676327078074,292.33398051452264,510.1825636817154,722.8722838468719,991.3893918836587,914.7786374992902,687.1951094135404,737.1635431863076,489.45483671391264,684.6880551565553,460.7045635862228,586.419969531667,853.2012065351735,459.6723843040895,1004.1968883242632,638.4092079674303,1206.4801193051926
33,1020.8934262822463,626.6309497514717,349.921030703555,902.3911472922853,424.7141325482267,571.7951578148466,651.4439541651332,720.4400870212125,134.6195616981121,773.2175497848863,882.6227191433547,653.6401584584999,563.923941999542,908.9977753279854,1074.4314601872534,444.32818586277335,680.6368202206473,512.7176308201629,736.73007385936,761.2990934704361,311.60577620763223,506.22317451027453,413.4622968882034,1222.3459692803847,268.2640473841712,983.4771528347429,183.70683808212627,579.6436620538691,516.1876784917309,1102.4105900399277,743.7120937407861,563.3131836475951
34,164.93075357964915,905.7325727169923,881.6358598533598,684.2372834892515,626.8953294694775,1135.9685734407756,427.57738648546916,471.01075083826083,834.4210771835627,702.8028101609076,755.7086208645555,466.17496602808524,507.4847527552147,546.1039634350861,880.6780393629812,1029.1653408594836,600.3339788927849,362.8381148267092,498.1932224643969,758.909421009576,671.2597877856772,641.5150703794604,756.7706004235187,686.6812459798102,576.6300263994648,795.028611397434,391.9599976348301,491.4725632713784,364.2625105018916,450.9583520543767,542.6669679321349,361.37776095828787
35,809.9644865072783,711.955858302778,494.74698596024456,434.6894958432669,707.5865080191955,707.1192727725211,465.387143270249,859.3748398644648,763.5626774207485,460.3451175299365,672.4748377831023,871.4704030676172,1063.2030348148394,544.2124248634977,892.2158598015122,343.7605739357077,848.7328944771664,421.8433995629777,738.1149570906048,955.6932453076389,686.4648659507693,903.2525539902632,793.8443396117694,318.8329868000163,547.7635469100926,646.02805462416,813.4961205570727,535.0370074910129,1161.694338871162,269.2464913628878,417.84323523174885,824.9847201074264
36,359.5053203389088,415.8552510721212,379.7347918205157,662.5753284297555,958.8689623261172,504.9039657252352,750.094446019857,609.909006975156,476.630103712646,663.5223707146877,1006.9815457166554,1121.6026538068097,164.15277014401775,339.6611328640899,602.6092288007547,275.2323332834799,846.8260856614786,851.0477109449051,384.9586868697096,1000.435899778739,1186.5835226105307,1195.2491580735136,246.60668590581756,905.9572039902235,265.55352556062047,630.416608349867,57.252996038052494,414.10834747476787,779.7434721568666,759.9943888814438,310.8215449109136,807.4120056450055
37,523.9968605138749,572.7281307901421,1006.1055841411174,1037.3064412913,756.326974936519,624.7803972585633,1078.5807844655587,808.0357794198544,384.99260961087407,467.12675009774244,679.2797623971464,603.4089613112059,370.5277862291091,473.62077095559795,706.388439628954,449.4264447293395,217.84036281627877,793.8317129965959,489.8430842618468,767.5867770449923,694.9787400405196,404.8297024104217,663.4990212436529,1182.3625038623973,916.356957602714,571.401876468363,349.31234908282113,863.766945448932,413.50608193556644,701.4797220339921,705.9127134670968,404.938672600451
38,551.1922860549911,858.938492505166,429.7272716509515,547.2278198148797,1100.088488569356,697.8248218848346,779.1564846040949,660.3208191600518,375.9734882729671,474.0404652162906,765.9089588835526,252.34928592695366,412.6104515556938,817.5449733556902,507.91825337713897,531.5801970115332,644.5115627834633,742.204386347459,369.4430869173847,163.3479115326646,380.93936281010036,693.3446986324054,444.79209815457216,617.2161380656296,742.3151127152781,595.7052618823096,908.1393215377143,841.0361461865244,862.8854749992419,502.2430836211244,733.3485898663364,586.8282447459401
39,564.3470774211447,105.53953198796202,633.3222323790102,762.1747043912083,618.4746981460437,1141.6831067275893,1013.3608351411,593.7060570286598,829.1012801692729,834.2665615020779,464.9285562429345,677.4235860186565,679.8845094054502,366.2348480136972,1215.590721562042,959.1476081362043,751.5610833161753,497.83017124504596,914.0162539191417,691.9660736314777,1045.7574245351238,421.5394549800848,586.1486231945506,664.4881369426865,1056.9292114429047,589.9061602370285,653.5976142433129,53.74264937115137,227.3517072100699,345.29614348303306,703.6836948024937,211.97818560658732
40,322.321026281376,788.6564429361113,499.5038234648601,848.236381734331,776.9504613094692,489.0886865411654,1089.1762719060316,888.55756256836,533.4020262774434,309.0805926890214,495.9916077541319,571.1806399765335,772.4558844330385,657.8351621107571,848.9681539883117,319.1767956897443,597.3801242714412,881.7913370346869,366.2563524970116,559.9612726317301,959.4041593214388,312.13933255768467,772.9304601980388,492.33938341364603,549.1598288456285,456.25271248336264,734.3778758805729,774.0433923623285,364.2795195769665,590.8087218126014,1114.1697171973078,1696.6105709613557
41,359.5053203389088,271.5319754913828,506.87927340829765,686.0502899848428,496.8476812435553,495.9113229566668,460.98569654561925,703.5139787804856,482.7862519722142,744.8026008480568,242.0687915629726,469.707833883316,794.0923917971954,1036.0038642922086,929.099829800831,859.104288813707,848.1652744639316,817.3800703341683,187.3675152881753,962.4082649542706,351.61802301224236,645.3652766368232,895.342710801384,157.0578578108738,516.2912418293797,638.7905148590248,1057.532408509045,695.9539389466833,653.6880575093866,598.4434857248013,617.700128598194,489.55608471837854
42,454.13532238562885,448.41919640033683,1352.662379212009,98.23504696324096,941.5845591109805,465.72299987107573,631.439221736214,450.67247285133567,475.9261061099005,1221.913393702683,1469.374490925202,431.97452247934694,494.6027613563585,696.1686215350682,1392.1544659178771,714.5795291676501,893.6878786722957,706.9344306273467,904.7578054228652,518.9891859558883,506.63008739307975,438.1886481029932,459.841045017553,194.30302372679265,855.7332871359125,1042.5241886712295,613.7952872750851,1028.837178330966,405.2832163861273,582.7992801727404,970.1492573574285,956.2574224936264
43,578.104429999123,504.71178163026457,836.0572299066788,370.39778409383666,586.7578146898603,516.9541368347352,834.4400004241961,509.0337453665872,861.4790168278881,1056.408340621572,999.5451496296128,553.4521683130058,541.7888970972474,615.938455311605,643.9489828999909,574.1835815935455,830.3141903815609,866.8365241188525,1490.7130923584002,341.66619127436246,345.9959138668552,576.5804634129172,610.7488591306955,625.7962001083522,571.7650286320879,1046.6104246826155,271.7317680176618,288.3794121599822,542.1255414373154,269.2464913628878,840.9345308128873,714.0899850588422
44,527.7419139654008,254.5376483025043,636.1058967939773,699.5864798381483,633.7194533552738,552.4351578897122,717.4099980711921,727.0769775777686,850.8209093852541,549.3706222280229,598.4254935553781,766.0892739377234,371.9697524706471,649.0426332684511,345.00158439966236,731.3217535807547,876.380795934198,739.6492889599753,707.5751015822648,918.2071711965302,1567.512871625677,504.8528825469101,979.0492190891782,906.9624677890997,558.7287445306418,850.9257722597162,1015.8432455743863,412.00579045575176,589.9732028374956,816.1408950747062,393.3321780973961,1122.1563793312205
45,225.08145105875647,904.0175404352324,762.17027534576,462.7583778098765,891.1661173188728,684.606456431917,917.8585534601954,614.9486928917901,411.3665335983299,377.8286731181209,491.48394444609363,497.3880001006293,746.9218269221051,721.136591117405,733.4658842150516,420.6725684786114,788.2341430838018,408.8478596653202,1086.691253075398,559.5965345127514,209.3307998718958,427.3152811540244,864.0892943177831,515.3792777140249,866.4275680972378,892.508173707409,549.4603722261465,774.0433923623285,193.5561017290351,432.88444370888084,361.7600349460882,951.9766963144236
46,740.1330810244795,597.3673915984084,526.8992290417852,1861.8138097289507,477.40269685887864,583.6868614145718,1396.1432810855088,608.090934666191,796.5067974706059,366.08160914236754,592.4703635708399,1278.5007069361643,781.0176953539822,262.3876432622135,331.7808101610734,1000.9021153853631,1000.5862548155947,559.0530153146583,664.1523276783043,351.3717477717895,671.2597877856772,879.1924105546078,1248.4597137898538,495.63220571109895,838.8843300124677,375.946603423329,552.4652059883321,589.9334259206402,212.70945573354393,513.237634407857,130.31797178469304,475.74235754912957
47,796.4177249008836,506.1396010795686,509.93093686223204,900.0254640277614,510.65451617480875,445.47995763703994,251.5156234135315,400.95296422578525,375.82277040427414,684.7193369052684,640.5920436991431,627.1196689180118,755.5973991852583,932.6920976637253,394.5316018734172,493.72593627594165,671.8768540123064,943.5756063694706,336.94065773685463,642.6692999112767,718.2608948581317,907.486372577549,310.0542604988416,815.8363927245284,977.4263370093694,1049.3576059773472,838.7769325394328,516.156643673806,617.9075275435364,1081.4216491272543,428.5747979854044,467.86121103945186
48,541.4479826600688,382.56084324050227,1023.940086214003,806.8595033823693,1105.534788582918,673.921576997765,944.1998633780717,457.27827838704314,421.81887573768165,664.2548244433262,1003.1721275563913,428.7468820969672,248.47300009549,281.66581767893695,426.0344002790918,613.192336922531,854.2692230171555,649.0290867704541,806.0536161022868,1031.6033548326525,433.6585241276027,1264.1329435122375,356.2073010960902,405.08739997410817,531.3704414155205,653.6018659983359,300.0711104255528,1186.3236497425755,968.2329511389802,1190.4938288052376,464.5060391100208,298.2115702781858
49,464.8255664186522,912.4962014629332,382.0264655636825,700.0135921252976,583.3684471812816,517.7854247618362,667.8028893147593,658.1958843571489,592.8082888620586,335.9769475471292,320.50848953444535,471.43779695584936,713.4149338253668,760.236289682978,1005.0352500749674,747.8964717415789,922.7270022416615,83.81382704589244,518.611996875214,489.72792459357163,695.0863885883349,522.0357904401669,711.9098483573734,593.7324718740552,1411.120022844267,1289.912387622603,344.95767702108407,952.6137780026304,1116.5057848667961,661.1315501739534,917.5780543584741,280.9878450876512
50,606.8656764595681,1493.2567926491322,258.27652584738803,981.4471082942517,578.3642260435164,796.7003132734557,303.4026679747807,473.2385609544951,447.38755656643957,937.3121449557326,156.5945878634201,916.1993916959797,723.6633916609247,596.5012394470284,1043.5653825765628,770.323034141059,1337.5406158979454,1444.9812617858581,838.979845268122,1088.7305370019592,168.23638021969307,1076.3086380514387,974.8088368465885,357.6311716904234,728.4878277130441,445.37631777677404,610.3452278054842,613.6448624497058,871.8966172076603,759.4016504658028,414.5291391762644,776.4952447494921
51,302.8376046048265,839.746034486378,1190.0348114632193,427.14676630324686,634.3748785756409,325.0267351882704,601.6990363848574,1039.7233190525799,1062.0747747855391,1342.4094863031648,444.95566531948305,446.7820608237389,539.0452382162069,585.4040224664496,617.1350785042771,478.9468313566305,726.588241891675,517.8258005787482,642.5001972869877,590.3865458261704,1132.7977605464062,666.6629873591935,438.85963116680153,421.5703877521227,376.78358392425434,780.1189525384619,427.08505470006605,815.3393750933766,1000.0410099117174,1156.7911419129607,614.3762857667729,667.7671235064465
