Star,iter_0,iter_1,iter_2,iter_3,iter_4,iter_5,iter_6,iter_7
120,603.0489391225578,784.7852493575026,429.2978423406277,411.96761448272065,339.7359250418761,821.9326497121988,580.2784396541003,464.78652332739244
121,1422.6216570757535,782.3091525005275,593.1971767234425,961.3346665852829,915.5261190787647,578.5196374369647,1088.475527654475,695.0426248602771
122,239.86914296445238,836.7457226682878,540.3222352510259,1170.3803750994002,546.7373628440176,812.3629399687444,796.3705039271623,570.9851888375612
123,895.5824995711451,595.2427320858518,1145.595582536931,861.5175888625707,218.34728023303538,603.3114458949921,708.2527639865037,489.72954098059
124,411.49464118121256,452.38490792730283,804.1893732987153,382.621603285255,274.16024924229424,196.38933593994017,164.96042220809576,213.007683110124
125,405.3853291079805,853.186577348737,859.0262961667713,609.8550811014501,338.60583371207105,459.4392139967963,706.8000332950205,895.6333080033742
126,1192.132564029572,714.2840700074063,298.09943291823606,801.7219479293677,72.3083995995435,748.7403903148635,1308.4463338642618,752.7191915553303
127,1907.8917030784467,1120.9472933119455,641.1617675379817,591.0400976790315,884.1939297449492,1088.8073385078046,646.1791048556186,492.09389721671016
128,523.3264826398427,511.1683084679555,615.1891765073133,421.9608458653623,637.5180173437925,774.2251878827872,1047.1917607610892,448.56297207166165
129,1136.6227636931924,814.5328662340117,981.082647842356,534.4839530719632,1026.4463756276684,669.905167717178,1057.1532267503108,659.8595601681385
130,488.3296873771242,583.0249833158484,1229.1022926721482,1127.4802778564722,861.508644530428,226.85790798742488,1014.6029142336885,941.3124063050759
131,1078.2803685141275,795.3013865476173,569.8985832383047,572.295919478854,1086.1417841337698,1482.1719721624588,1653.0489078114474,526.9334399576056
132,1094.8335806468187,1118.356080495281,842.6449265174122,595.4529496175913,117.497462748901,547.7224924003567,795.2615655876069,780.0992954406231
133,326.63892065265094,468.1483520604471,1018.8642866638196,1071.2892896171436,972.9313294146685,1173.9365592937493,616.1847106657191,1232.1806920140666
134,363.98408966938564,651.9161452111073,458.0578054460809,302.54772331584246,449.7400289929959,778.9163773941057,840.5107993538876,186.55701529160137
135,1072.8616181340285,743.7050224500639,677.5883291518526,259.90352003619427,1068.9174449041993,411.11480950744175,429.6232403862049,230.71880744935393
136,920.2480165256782,695.6938427631101,747.4456269945341,388.1636926472505,1078.4225389010771,642.1803874773791,410.3588356318628,776.2385317860175
137,443.4914802620675,1089.7711931743313,600.1506895161136,310.39319403648534,210.90257481986396,430.10454869528144,370.5588499473817,1010.0270838699028
138,319.3924733363347,487.34817698337747,149.0620588726252,431.72957762240907,647.5524474874309,649.3985851610147,788.1229076449323,791.4632147919333
139,1248.326637710171,395.8135064482933,292.61641507981375,520.8699027966394,641.1668809215082,682.3181819912608,626.7059242907054,490.5296112876897
140,431.6374983865103,356.020599603501,911.6086002981818,848.8195421084049,443.2684170745258,819.6305861790578,797.1340335604847,328.3239787151531
141,190.4140705260832,331.5023099206687,877.0950086638512,746.1044449768815,794.863264887778,1009.4000397484134,392.9849657843281,389.5654021710948
142,193.08186165860215,1040.9552773502376,561.3761661534758,308.94993371173473,1116.3865359642082,644.5855947442633,1283.9604334759983,935.2279083164784
143,323.0924717664199,401.3880865496657,339.6989016026496,614.5598835291462,997.0335879322183,277.9348249954493,345.30444212467575,239.48277195199077
144,1214.0240192120568,1028.6015967829255,429.3523481537823,589.4322321907449,800.5637333663258,479.4704409423615,452.9502414968626,200.78439299826576
145,792.437532700198,1037.9697348211544,993.7755379077927,576.5437486816951,388.16880918979285,165.6943832784692,685.2659247991219,741.9205407259071
146,596.9339899637313,361.131373912463,838.9807516539266,1558.3734490170855,760.2716353929547,1627.8522377826966,474.2807825178796,452.6455854220938
147,748.1805393802422,741.5574639811821,676.3000624125252,595.1697228262726,495.14699734873153,715.4308731682451,466.5067036403193,1165.775425261427
148,903.9176861909518,559.3032067314626,587.7404045443137,373.1084263936266,1043.5782401475785,245.2227658653484,351.6504647092083,544.9794104933145
149,812.3997431451463,226.8657534382041,1060.1099657488105,676.3855735144912,463.21131647306186,1101.3353768626098,671.9631395320744,375.86210127600316
150,163.23643800770526,1226.7065071277568,249.24865133681436,690.1097833512695,666.0857750521932,436.86168040545846,600.932595935551,1289.7857591632214
151,593.6405368989075,588.5580917097647,532.2014076942212,742.8228413950047,752.7046155692433,658.865536589621,415.60063176168205,424.637066006288
152,432.29395903355913,265.1772979072862,756.3384792099945,414.35816148488567,928.7947357716204,582.8011086950273,968.2508959991338,708.6671237256215
153,456.8080744834374,852.7738789356215,354.0936412386409,871.3350468125801,295.18928013735075,789.3979430706668,721.8616129292922,677.0281671752123
154,745.6448352874539,501.1523733901291,1177.2635413701014,397.8146596206839,610.5863401628822,637.8664855267405,666.0537642840372,832.6411128462366
155,209.86066779225564,580.7297882494038,708.3434377472198,665.4842287706566,623.7051968447926,758.8019740182207,683.429039304183,602.6405860136657
156,689.1024251820187,471.0280275199434,998.9143041366796,647.1690892429482,680.6325979399727,993.6927478704805,352.8826167449025,205.33790989420265
157,818.1355284469176,385.07225628340444,861.861513021591,544.3095979442445,554.5466821341855,467.6826156907429,314.19744838452374,729.7874124027771
158,907.6191445619885,886.0967785663717,771.7378768049308,259.90352003619427,455.8963822704175,547.9178875117527,822.2338040768686,1231.9529837292487
159,659.171309510895,749.6189506836746,644.1487525307285,447.2289507932072,830.1405531796773,1617.5418742543793,869.7441260854986,665.0788644557541
160,1449.8613057024472,1600.9159747381161,605.9279415073296,479.01261686612713,500.81544739356116,432.4053784468567,427.84316102310027,607.0498755338441
161,719.4330672156216,1420.640821592191,598.3902332301725,708.905918086271,741.1630087977095,677.2560877040503,1179.1821212400407,639.4608581090072
162,835.2184888130006,1148.7371070187262,833.3639796819465,776.293487676232,533.5005920152701,697.7921061404767,858.830267389654,719.7154278432012
163,409.59923712160565,429.33003798386085,568.9455341321574,1038.5346660735727,354.6788637528703,1330.8373414065018,640.0706826049422,292.34145290035104
164,522.0207617404814,372.8938047419492,664.3146899351478,318.3770732042753,1067.1492505829242,312.46532289647035,566.0104087851661,519.8835240174238
165,758.1239400262724,864.9862654245537,424.1809807519232,1127.6508644669839,1206.122302581752,581.7249453278467,299.9703287425495,1204.537190473929
166,697.8369959286092,687.4829155336073,340.5964798594157,359.3752735864786,1010.8719069745481,778.9163773941057,929.0773223689788,1134.8356770690511
167,774.2876893567104,695.3195013526795,533.1986937234301,195.1264532683676,686.6684969323977,910.9353253912963,626.4322519471541,522.7497466749215
168,1058.7893294677324,890.9780307861546,842.4980049445443,352.10787374022175,518.1904886296218,628.8440968334953,761.0227025679877,347.75985542215363
169,301.47319649513054,839.6682527978681,904.6186321386654,462.0049462339557,976.252482584331,410.0281887308249,992.1761267210919,1100.7419678367721
170,1214.2220431212331,1067.0905335478642,931.7591025831535,727.1590522905144,604.3517694847694,668.6300413952588,940.5323044546724,676.2987769913909
171,513.4954869954333,801.7867738857456,558.5029604223639,787.2004189314238,1315.0499492791994,225.575294138806,337.8568623160452,634.6070731767741
172,352.24652064539094,554.8451516725662,310.012249448311,272.24079833970956,725.5926075626019,895.3839892811999,211.5889061589341,1261.9965943689363
173,617.1805717133283,679.7926025251576,763.3421386850499,957.3001773953984,785.9480919764944,889.4059712997422,682.3267862866322,645.151215111342
174,763.8037356425432,555.097967501477,248.75608407050052,548.3997355154851,631.8970801099723,866.7258618740286,855.9835601479062,762.1540328132318
175,340.89676048352374,380.3971552053652,625.4736339076366,511.71806372948924,758.9223504856448,798.8488984786011,636.247742986539,552.9220664553068
176,812.7066048830048,416.81750109187317,1178.41406322662,794.0613830876812,887.814148514702,346.8592372620189,619.0205779376324,906.4375735783972
177,677.9235930631504,639.4633056980871,747.4708280003453,1363.5190800462112,989.9204523066121,606.4169861238499,483.3633869175784,394.3444309821413
178,637.6208373470965,1244.899920567932,245.510586010312,427.6116197560811,200.98784731404004,387.15445453949474,483.3633869175784,205.33790989420265
179,417.97925445212957,587.3444491433124,1262.5909794455781,407.95467290491297,623.6619982841074,1035.801206761332,539.4251879915037,734.5316576824017
180,498.45349524607354,473.9023130286214,595.4753133551897,235.58551536325362,259.46324365208767,760.2966170363893,298.3529230311425,608.1836276886734
181,443.0153422928579,422.2987709429014,1132.6645083961764,869.1417071012895,756.9105792158017,806.055425835026,814.2497113252371,310.76405916176753
182,690.643909824657,172.6721181733404,626.9301898823624,840.0998840269694,864.5789951872869,1370.9019155390026,552.959988003675,889.097617175746
183,501.3340643382005,331.5023099206687,727.4479138778458,432.74047207452503,454.29262784298083,469.33200627506136,738.8912372109857,349.1532624816889
184,780.8696988488379,960.5867963825401,636.8289502525915,956.0551570885602,494.2147974364328,950.1991985550131,821.8524230083973,512.2061337003028
185,744.6573178901673,949.8858587318067,505.5692798129805,787.0797786663917,567.1440616781547,349.7461610441738,795.2615655876069,1263.5920407548504
186,486.89084550309065,136.6488938380175,1533.9273040649866,1446.165141574036,1179.7838177088904,531.1329018123447,630.3165040039813,649.2379485594533
187,239.04222563780127,467.1410470120884,783.6192521972649,981.1449466967202,801.504369944293,431.83263621678407,750.6080637551466,622.8599187699409
188,702.6052633265328,456.5332966919303,525.6023747474673,304.89221988447946,932.5758293141771,1216.127912897035,910.2391647354945,1155.182425566267
189,512.6185120979367,565.0782068784084,1174.1649598763945,506.4410882742917,868.7381229897189,730.6148835494726,195.34928351736136,688.904674190095
190,1016.4262407339681,814.480125099815,1038.0083368437276,890.5704746526314,741.1630087977095,658.3065995153628,826.3009825579614,1318.7171312181968
191,403.31884197994884,1054.5359071950375,440.9217906371428,273.3939169735643,827.1851519556034,229.18112151724134,490.3403082331627,471.63602919794255
192,524.6602640699376,319.3161929384716,939.3528849825229,1028.988362591525,1459.8507931037304,871.060274626151,785.2778157660408,571.9729392602909
193,320.7170331573317,446.3337402750887,643.4929552659825,649.8509045747767,563.6503253222473,295.54147544734366,853.311971420941,607.1656879550198
194,133.9630405284741,437.0119163397438,626.9301898823624,687.2625462246691,470.88840924228487,786.2329766986027,1310.9966160972833,543.6257246413464
195,594.4209151352829,549.8712935332886,492.49156750069335,311.9518860739657,607.6150073394067,894.654001726251,929.7424406824728,507.1955053168518
196,833.56112649275,732.362421303706,997.0327700930181,578.7277267976457,796.1065503947792,14.5116468260362,226.29053537490063,512.2061337003028
197,274.22701019717636,212.46926145090214,635.6765976124768,304.89221988447946,417.87696914852154,298.2383684664599,371.2277660631648,578.3413326707607
198,1122.7251438586795,591.692783728506,1084.6046206044673,814.8635738436091,699.5075367895705,1113.9619710701838,280.7176016362886,717.4171598636979
199,626.4560314309332,1388.3895723999708,680.024056503969,469.97540256996405,788.8806395531299,735.2362500178679,309.4015288039256,803.2264420045809
200,495.54883205315025,156.54449113367184,818.0179072527068,685.7199557874571,744.5142545136389,717.4876292404175,540.2332965711666,359.45155185994196
201,663.6131533251365,873.8945481972276,549.2127536229651,440.12279124698466,1068.207631493246,866.4915004676725,652.2969701135692,989.1569672722235
202,517.5447472198754,739.4097194297668,705.700338800136,754.1364480261751,754.5555918172911,687.5108456540797,366.2664754444238,341.59804726107
203,1283.6415248935054,409.35988504121656,573.2718952573305,1187.1213320792478,416.36888919227243,696.2802349400957,755.6598892563555,1050.8436890655175
204,753.3211637662635,800.3065634742195,495.50606606132993,1152.4064773898097,939.3470127319434,1069.7939182179923,373.1688288419606,356.79437349983436
205,760.6360229758901,775.4141974575133,296.9673548719212,432.74047207452503,699.9259430044893,534.5565173560665,1326.133267748305,644.2937483359713
206,219.2490908122211,468.4475654570736,308.092535827365,1430.8858325881652,984.9957338737357,605.3624168116864,1065.8964567940654,1341.910959033053
207,693.0137863810764,468.1483520604471,307.1338271532012,1170.3803750994002,793.630274163431,699.3766419695935,753.605912685487,326.65416883508215
208,685.0264660337218,429.24468722415156,851.9683922793332,963.0264918586391,567.1115402495525,148.47324027235862,357.58864104000844,712.1556552356255
