Star,iter_0
360,136.03631370677547
361,206.63694082324727
362,124.35826342889908
363,87.02376806020483
364,229.67156305454296
365,163.25322801913157
366,218.80779623021368
367,109.05503444489035
368,193.67000580213434
369,71.92836119073733
370,149.6547529059418
371,255.4451232990297
372,38.879892073297135
373,124.25212319189711
374,176.6557645289236
375,114.77813923702773
376,96.5022050944538
377,93.38105229656786
378,138.5574144339031
379,48.517776499698336
380,164.38275338248272
381,322.99050790148004
382,234.9543008251074
383,106.31754956269165
384,161.37750945195114
385,107.72261486157097
386,170.55609194056512
387,253.77032195132304
388,155.63542297714915
389,124.00072044968336
390,139.68390050926575
391,232.0986309659033
392,187.99073679974848
393,97.63717623404696
394,182.74859820210497
395,114.10940665317693
396,130.90737126594712
397,194.45203783816447
398,78.25532528410146
399,150.63571231994095
400,193.59638637997097
401,34.62568315428198
402,207.93236621633145
403,248.36190680085372
404,215.73776341948547
405,32.801340467570256
406,43.123859076451964
407,137.98487227755012
408,192.72865656581723
409,95.58628367419998
410,142.85998187917855
411,78.67344014867598
412,140.6859534379843
413,108.12060463612609
414,114.7926485923447
415,204.14677274207133
416,115.57899681172371
417,92.92723965909136
418,155.15348966730727
419,149.90681591169263
420,151.6861308174723
421,153.8630324771862
422,38.06287664005785
423,140.43437986207263
424,53.04037207802885
425,184.75948604017745
426,126.71987614049995
427,130.73990205402893
428,106.58059751749185
429,178.82700037169437
430,53.186723337195716
431,165.93505349899587
432,220.57664593194892
433,162.77934836710205
434,63.407790529687716
435,143.55717546650385
436,199.77186994106523
437,195.4356570501182
438,177.2350228532798
439,243.23126757211392
440,144.1556393422536
441,130.5050855942368
442,68.6555990665189
443,198.38235445796934
444,129.27330450110696
445,270.70128538389855
446,90.45563906491537
447,45.29448585930862
448,148.2396863420053
449,83.29045154699888
450,93.02277804393195
451,109.35789677517761
452,114.2971439369096
453,113.08686099319868
454,170.16985028922113
455,84.0925751459526
456,147.45747484479062
457,120.06594623460764
458,208.86251608581048
459,170.27993957962497
460,211.11349969946454
461,185.8461379267149
462,127.87960770457147
463,100.08759985934314
464,157.0753546498663
465,103.73980362049711
466,135.4828529057907
467,171.67163936795976
468,108.23179197168491
469,230.8992421610072
470,106.77129755273023
471,85.85282982657489
472,121.50551709819821
473,201.02057567423435
474,70.18670005842898
475,246.84703452394712
476,127.87309322646287
477,190.88992872939153
478,87.70132998985343
479,88.85418609766131
480,171.0486816741772
481,146.83012004266376
482,127.16351111883691
483,171.35739168420997
484,107.79228843330185
485,55.93943805755403
486,208.69646949275548
487,153.59756934731
488,184.34036842077433
489,197.55193497261584
490,189.5879602684921
491,259.73917312521564
492,126.33783735964323
493,174.16665922970446
494,108.59123045501497
495,183.52743387999735
496,203.50170952943608
497,237.01426453668734
498,215.62061230074127
499,145.80188743973758
500,123.09672221778617
501,198.7137632858282
502,89.94568069735665
503,112.57853571737463
504,166.18029796185562
505,217.23660595642696
506,225.33314043039064
507,78.62799333508772
508,139.7764486278456
509,231.81144540423153
510,97.64858562882627
511,154.48963816992944
512,103.57002835149073
513,68.05758028498218
514,143.71631475270894
515,96.33722471721482
516,192.65793153186544
517,133.49999913913436
518,131.63992594499214
519,221.43390974966314
520,26.006192331152228
521,191.43187467963244
522,86.33467680956846
523,127.5754350201197
524,141.09518124280282
525,65.12652024475844
526,130.5050855942368
527,230.11134511302313
528,191.5024325116698
529,128.00032418302172
530,237.07965449151067
531,190.7836746733303
532,95.95282306690432
533,160.17489769636634
534,105.68982668410592
535,153.08826531919883
536,273.4001265575076
537,186.55496718396725
538,109.16186569707429
539,154.53643726321678
540,90.21063870497291
541,103.39372584075828
542,205.8936707721171
543,100.2432090314696
544,167.76131633817187
545,158.7059758715206
546,55.27417644915512
547,102.82370562080938
548,177.2865342046041
549,54.46599234282556
550,120.76977613608946
551,97.32674822175464
552,155.78841255876065
553,122.83401638500727
554,200.0431058526825
555,50.34602588945108
556,197.30757190635185
557,127.55889446886061
558,117.42399032010779
559,211.76634566618526
560,144.96485062197922
561,119.91571270233764
562,114.33147398196063
563,36.55279580882357
564,110.000170426038
565,26.924314247337367
566,144.73291669627665
567,168.670296401353
568,226.16542180408084
569,123.24249404695692
570,132.038496720197
571,82.03759438358654
572,125.28761657625527
573,88.4473857271441
574,214.7849927821247
575,189.75832821165002
576,224.31836239032322
577,55.535820231891854
578,108.55924138380738
579,225.2587821851715
580,26.33237475304998
581,147.78303092151984
582,93.75014334940815
583,176.9466039876531
584,101.27939379639726
585,119.34197770142418
586,221.74731563747673
587,126.85808955827038
588,98.9089291804531
589,187.26794409315661
590,41.192700715979804
591,192.617664132785
592,91.73911576749637
593,148.58584208571318
594,104.82879818041522
595,139.93704108754648
596,141.1175460501071
597,151.249424809484
598,181.7862002059714
599,129.23422322777904
600,86.9762078097737
601,249.65592887130262
602,48.878405439000595
603,163.27898540353428
604,223.32542537680462
605,137.93715376090944
606,160.26494976286946
607,112.56854679220386
608,184.39611443205646
609,53.34864795945993
610,206.0896776140157
611,137.65729955746485
612,116.07337500127683
613,221.74313076004788
614,144.8878002722031
615,194.55992109255826
616,155.44888522361137
617,199.97925480769817
618,61.3916708551007
619,62.60090183973882
620,119.25495062525813
621,146.58034609704487
622,107.41659960459114
623,125.44248496622298
624,176.12061475431494
625,139.21204142804564
626,137.87604161525306
627,228.47557964386468
628,70.84114380600847
629,71.34339402534471
630,262.49165313120005
631,204.38631706450744
632,101.36417068273816
633,276.29344441173225
634,132.8350892523381
635,160.8598283498289
636,235.89551701781852
637,158.6922093880002
638,201.61168035512114
639,169.07110124084957
640,187.89515997499677
641,88.22682794128968
642,188.35412102652296
643,168.94555810172633
644,216.08903610115564
645,160.39275176852047
646,129.01631019702148
647,178.49482901906515
648,144.86033844062908
649,105.21564247118914
650,139.55754311262618
651,86.90121987808301
652,152.20861961276046
653,244.2855924103046
654,91.42792210789592
655,168.905249387271
656,165.8590568337864
657,219.1907742143409
658,183.45850469381634
659,201.64268510203925
660,338.02346172594673
661,124.40931406293214
662,207.82608828868055
663,148.05266198121043
664,58.91121253019555
665,169.1895062616261
666,34.449627971598474
667,140.05542816213062
668,179.0623273078845
669,147.27093301510723
670,154.96463506474637
671,233.17228233543767
672,107.12824007121816
673,116.08870134636398
674,153.44104453722338
675,101.97818044926146
676,203.81609018038318
677,122.79437163834552
678,198.60476325810478
679,202.65066039016793
680,120.24151227211117
681,109.02660235085095
682,205.36434479210752
683,257.75622798170315
684,174.24344043850226
685,81.35460172723663
686,89.8845183328417
687,186.00333079083134
688,53.8943077867811
689,181.35943429491064
690,47.046514677520946
691,23.636325639596908
692,153.25142842899407
693,59.37678441919325
694,165.44435118920717
695,129.73249879484095
696,111.93533459293808
697,124.44268969082171
698,129.7878536837737
699,298.10489247176065
700,148.97652987340288
701,189.75327710833938
702,109.83728711561346
703,187.36438447551078
704,100.07331997431385
705,147.1319552531296
706,76.91948736495439
707,248.7372892512979
708,159.06095422629426
709,86.74657132263498
710,145.4778592896246
711,264.8950546139001
712,48.33571310949543
713,71.94817823709093
714,80.39296191508085
715,173.5962038656499
716,122.55309731901494
717,219.34845720465188
718,139.016459433606
719,73.76976453634563
720,194.97666795254148
721,165.01881596318623
722,172.41115014136892
723,207.78195864833106
724,120.84875805980589
725,196.96471146015162
726,130.17538398447206
727,159.59005250126432
728,138.34433824124068
729,97.41730007719009
730,81.42395594226181
731,144.60416409537257
732,102.09711016636527
733,159.9014892043312
734,131.76141284472894
735,224.13195548855396
736,141.3485034590217
737,58.33061728185532
738,297.285958129029
739,50.525877866154445
740,31.237195792394257
741,108.27045141636691
742,178.98721313511305
743,103.00324226327227
744,172.6034848749148
745,118.08627962124744
746,189.15110693049814
747,99.90201805607808
748,109.91404147967879
749,239.16170946869315
750,90.35329427987601
751,121.47081977658142
752,158.44312369684263
753,117.79478739655264
754,138.40592802093167
755,97.79463165682594
756,102.44995606901126
757,99.83467074480383
758,115.80400211311026
759,219.41018695449068
760,128.55532056734802
761,147.18974361570258
762,198.3977710516981
763,188.2670407001118
764,153.41678873651452
765,145.59226150166393
766,241.45109614067252
767,169.18460905609544
768,111.74400636205665
769,155.90245588488006
770,183.07153162090412
771,153.97862007868827
772,118.95692103805969
773,166.66409608621007
774,164.39178745919435
775,100.24565939647876
776,188.28453170375695
777,75.31652486937512
778,175.7888817741224
779,243.6988063801265
780,134.62917240228157
781,281.1550617995945
782,160.16540260371852
783,81.18923892414954
784,198.0439263818043
785,150.9783511088301
786,110.42019826067354
787,117.89295900194101
788,182.3846109325736
789,195.51565395231893
790,100.9754260950138
791,91.3140960824826
792,157.624454021661
793,157.51064842959835
794,185.8198247473636
795,173.19333208576867
796,36.70380283411257
797,158.89233646507213
798,169.9907542489871
799,178.62028247728637
800,152.41092255077916
801,208.63054894097763
802,119.02817107029583
803,245.9379238951731
804,71.56701386120497
805,100.02941725467196
806,46.31401094002711
807,47.90441787931816
808,80.50096160914774
809,161.04654848897368
810,85.0312139968698
811,189.11487512025826
812,153.74825692012317
813,117.93270515376281
814,247.3921677559965
815,184.56019018907287
816,118.83835494670942
817,145.97836802319972
818,110.69454911501163
819,175.85051927196915
820,172.20278041061007
821,198.35529605797223
822,162.98697726368692
823,68.25497017813919
824,167.3211149148304
825,177.18703487898122
826,115.02182579455753
827,181.7062126643938
828,246.5576243096906
829,107.49480882746272
830,227.4698938001762
831,244.43476773042957
832,134.9929316333092
833,251.11003295377128
834,78.54464470491978
835,53.19421010979317
836,72.64021256546476
837,57.190335385847916
838,215.05323432827882
839,179.0565218433909
840,145.50425673684575
841,49.40919333608536
842,144.1426413517609
843,139.5239213700915
844,141.19910433285494
845,129.20937948034987
846,190.51346356481827
847,122.2104910089686
848,87.0306297799717
849,207.08582764993582
850,240.9550439325846
851,145.64731817057134
852,85.53663435384232
853,62.41261410025333
854,205.94168000706335
855,161.0503052677954
856,57.84739105901838
857,108.68466968430897
858,143.63815708504114
859,156.76911631724556
860,131.17181668490718
861,130.2269210050506
862,121.3580167090282
863,58.54215953347086
864,224.37753405368068
865,165.27401333340342
866,96.3073851593469
867,54.63170372382322
868,120.07060736674661
869,131.23501402570517
870,98.75010097220319
871,172.84621501771974
872,252.1874092654217
873,101.49406786565625
874,214.56953621393782
875,142.42773332076234
876,211.29533764561262
877,58.47922449159112
878,238.79051655603
879,66.00054272079406
880,178.34598965178137
881,223.84112034940017
882,164.34987033641096
883,219.83435921197952
884,98.76867891236513
885,179.90307129117437
886,170.50967632857714
887,135.7044066083115
888,128.94810761192753
889,83.28237381570645
890,104.13480266576703
891,144.54214240335577
892,74.33922086228614
893,291.5294342580118
894,139.92314335567437
895,74.22975608682846
896,115.84343745748919
897,221.51076611765902
898,171.54675815949258
899,45.5398457443078
900,103.59197060247834
901,164.77710084591595
902,61.16385422868215
903,163.68705415494242
904,177.76049918919801
905,145.837432229125
906,196.0905632640037
907,141.7397972794084
908,152.8259694555761
909,146.1808687493361
910,123.71938864005452
911,198.59398562687335
912,172.034459200645
913,273.35676885566585
914,157.33598147179237
915,171.9969039476113
916,40.40301732744972
917,166.8183002136424
918,101.24336528563944
919,115.02710392557226
920,206.35534662719067
921,218.61095063430207
922,224.31798854682205
923,186.90709521403642
924,202.82745666987742
925,134.69675175790348
926,119.20176344982603
927,223.70433715115215
928,173.9970795017893
929,274.9543714869413
930,324.314352544153
931,91.06997905420646
932,161.3150872248239
933,71.12329695900412
934,124.00215341138794
935,124.90280052033933
936,111.49975434957588
937,151.60744696211583
938,149.852503113708
939,138.38313932084841
940,206.39020079338138
941,145.71979580696595
942,148.5728002742538
943,41.17296325737659
944,182.1623797360443
945,118.51054761307233
946,88.27779108141615
947,116.65259123027967
948,169.6810627455819
949,168.5317285300347
950,173.79459730567916
951,251.3516447666902
952,144.8594401953789
953,98.70407668553166
954,74.98483555279407
955,257.6491701259494
956,123.89160942822089
957,204.68432232713215
958,105.8325003251823
959,161.46772458861034
960,189.89399905832963
961,87.79817910532402
962,145.0220796545123
963,304.8628496708999
964,119.33894086966893
965,126.83509837508858
966,129.49041216898075
967,5.874042914935896
968,146.92836329896457
969,84.90394525678124
970,81.53511824169091
971,250.0516590787117
972,191.94050149024608
973,146.97430570127088
974,177.50094035796653
975,186.65762144040065
976,140.6884536365123
977,129.5244827642058
978,170.70377525331918
979,163.1999260839339
980,127.44669293525818
981,275.6168307262964
982,100.63220808146893
983,157.88067365376048
984,61.45369548948988
985,40.32841145060741
986,220.97561811223107
987,295.9540340843551
988,47.046514677520946
989,155.52495567334313
990,241.11013219150394
991,142.3084339174853
992,141.88054532163383
993,74.50610460819561
994,138.18011621357098
995,88.24879314650025
996,82.37813942708287
997,224.58471568577772
998,81.72714103983955
999,188.1487897668835
1000,127.51967588420708
1001,176.95708377655262
1002,84.92053036885873
1003,189.9589925363314
1004,167.12870086159649
1005,149.43888363366034
1006,231.93124549761288
1007,180.26993020733346
1008,116.16344159693129
1009,56.11171462813655
1010,185.9975372404858
1011,85.83287444113445
1012,128.86094456356312
1013,157.7999336217323
1014,33.72123095900207
1015,169.54476875304945
1016,148.95569560982423
1017,174.55862300497355
1018,258.8782047778826
1019,117.76086086917684
1020,142.65514271255242
1021,257.5826506039438
1022,212.40183795744588
1023,119.06777885582743
1024,218.7937611123627
1025,113.24438061696361
1026,91.0282045680308
1027,67.58626317324907
1028,185.23619323608688
1029,229.4691726266064
1030,189.64770958584637
1031,125.50900222884498
1032,167.93338376983993
1033,194.25939563001737
1034,151.1972566569644
1035,291.1537316259302
1036,119.91153083593639
1037,115.33350648039023
1038,164.35680055792605
1039,113.97990056152604
1040,106.10447726055344
1041,95.07961487364501
1042,113.13845949778462
1043,241.82508018920464
1044,233.3204252640151
1045,47.103359287869864
1046,172.55877355230794
1047,131.8980157013887
1048,91.76794826295684
1049,226.45753269732822
1050,235.2679462345234
1051,168.2133772078979
1052,87.20717317617029
1053,118.7296926651696
1054,79.84671987450302
1055,235.73022768791859
1056,104.59224335187938
1057,109.49243664479513
1058,128.1005059443142
1059,36.29812953530149
1060,114.00744742500936
1061,178.9012172992986
1062,132.59217917677304
1063,108.71877214335473
1064,255.5658875746143
1065,240.7491857472388
1066,176.26248754416653
1067,94.76156807021299
1068,157.52362657640734
1069,153.55802149898085
1070,214.40685900628577
1071,75.48827322630571
1072,68.03022024244848
1073,103.18268926645734
1074,111.27837947923211
1075,138.08312897074538
1076,218.53784947145851
1077,184.5439501914646
1078,124.53425449769698
1079,222.7369754907487
1080,192.5126837769805
1081,146.3936175277092
1082,110.38580892078974
1083,237.5274661803748
1084,226.7116196473866
1085,140.44328127714786
1086,120.92558563642203
1087,138.8142695491753
1088,204.8717264677156
1089,192.73091005907736
1090,114.27275321523766
1091,173.15435317031515
1092,115.02553704685381
1093,193.2459900281917
1094,145.319762333083
1095,20.09577901852644
1096,129.17663179914214
1097,134.43733868531285
1098,119.76173860289809
1099,46.0978614675538
1100,169.27787150883785
1101,138.23736667674416
1102,121.412878390768
1103,93.06986159462747
1104,141.95178019267385
1105,252.42862780498803
1106,142.07235741787258
1107,137.62407421002044
1108,284.3256113378897
1109,133.43065177242954
1110,129.4448171334156
1111,136.0479480210837
1112,95.49101737196159
1113,225.02401192230582
1114,97.64474051366396
1115,201.2755349654028
1116,77.59761502260142
1117,94.45330761419318
1118,129.56359028522147
1119,163.99876834962194
1120,145.37617445888057
1121,198.29167574654855
1122,133.0684600796442
1123,70.42641462626118
1124,17.80781142073252
1125,178.01988851060767
1126,129.04885717264054
1127,157.1754495780034
1128,189.34833213636918
1129,223.17784474191964
1130,249.44085540434915
1131,127.02607325840921
1132,62.62645432268155
1133,134.70294619835715
1134,77.14052229214751
1135,102.91857273926117
1136,62.345318864860246
1137,80.13096331715036
1138,143.7870972691467
1139,139.06759959120564
1140,59.28994666819742
1141,150.78118268685205
1142,98.24363236318844
1143,169.1559852832548
1144,205.02386989977342
1145,164.31136857931327
1146,106.31138519699357
1147,244.55654079262615
1148,212.50887159101117
1149,219.46824086317696
1150,199.8054268325085
1151,116.91129401897304
1152,204.54797647275555
1153,122.86643860140475
1154,67.19214560613945
1155,35.81070328686434
1156,89.38778710898093
1157,151.47018227553102
1158,25.38701155590124
1159,67.79827388207491
1160,153.74468965318326
1161,87.36619482715975
1162,97.08745668269552
1163,194.4222849101687
1164,101.92414376492577
1165,134.67900297816865
1166,101.66246195350995
1167,221.99806887471908
1168,198.66441711241345
1169,142.11544077238966
1170,187.45538781766354
1171,101.31388929054293
1172,146.40098585797185
1173,227.87710589651235
1174,183.0370033960331
1175,69.67061910121222
1176,60.979732633695065
1177,158.76645041449294
1178,132.0577628237014
1179,194.38781163331083
1180,155.14924090058003
1181,107.71774980520884
1182,193.59754910007186
1183,155.95428073017305
1184,164.279004584379
1185,91.16825482159166
1186,126.48138705382344
1187,61.58662404863871
1188,173.15675501957213
1189,34.88719739634009
1190,181.80059170355673
1191,178.0543110425271
1192,163.7997337169648
1193,144.22587739721203
1194,140.0518961455141
1195,111.22532582660429
1196,180.26627169496393
1197,221.80709023969808
1198,163.9532965981318
1199,156.0606023615485
1200,115.71593649262886
1201,164.00196424594895
1202,187.42026770518117
1203,69.73372760693823
1204,154.29434945689917
1205,63.20261492870068
1206,90.50549321527156
1207,82.42644477286788
1208,124.05731851850051
1209,149.09729912324198
1210,116.94985146791792
1211,178.56509675658805
1212,103.62289531111294
1213,217.9889193018218
1214,120.77096327855787
1215,98.0346981798455
1216,90.88170805853676
1217,193.23717361743
1218,113.66403861004703
1219,229.0218929341998
1220,150.68290176835768
1221,177.07088622918727
1222,109.56039302959367
1223,134.11191624755162
1224,80.58098027017483
1225,132.5270516256124
1226,163.81031903259267
1227,157.40064171085524
1228,117.35370553975102
1229,188.96285844938353
1230,187.89708910239267
1231,237.58591480705718
1232,65.94652328771312
1233,145.1854235935374
1234,106.48254619823673
1235,172.52026141128832
1236,164.71423952426628
1237,109.71417041997594
1238,136.9821584139882
1239,162.80449866776718
1240,92.74648502803565
1241,65.95734626484301
1242,25.137592519350658
1243,175.42135127067073
1244,183.69935242309012
1245,69.75406250938923
1246,106.08620526883298
1247,133.41881257967984
1248,189.96445284693732
1249,118.97441722317663
1250,89.07099384315791
1251,209.99230508850567
1252,212.94869034363123
1253,85.74499904491994
1254,190.15905246325468
1255,147.78848498971703
1256,157.1144934244081
1257,107.99712467263173
1258,133.54594252226113
1259,229.37296297997224
1260,166.2473459100543
1261,159.11632596002374
1262,205.70325791103184
1263,130.60618498887436
1264,119.37126874373028
1265,191.51136365271512
1266,180.32895963153064
1267,54.692206823988066
1268,257.1840138916797
1269,194.94222500799856
1270,86.09604023758304
1271,145.58515095964103
1272,187.099351047217
1273,136.67399292127996
1274,121.20621083113484
1275,195.90025607501926
1276,198.54723551933557
1277,165.89961627484286
1278,259.9423905081645
1279,114.27248390682796
1280,222.72235876945655
1281,155.1514728405116
1282,117.47077933535415
1283,105.28891600261883
1284,161.80081585776648
1285,161.23821661809546
1286,166.02298473180318
1287,91.01353206826438
1288,165.39514255441242
1289,109.76556102709452
1290,275.45803754169526
1291,112.33674254619902
1292,142.93361394484887
1293,77.39413698011457
1294,181.46948217371056
1295,110.7401959546583
1296,160.60355949680363
1297,125.4112985377663
1298,145.44815434435964
1299,156.2388698821582
1300,156.3953979608144
1301,140.966218286742
1302,192.47353615079112
1303,173.1514160837447
1304,171.967931701891
1305,168.92920450500736
1306,175.22353055055197
1307,157.721158344128
1308,187.08778022488903
1309,331.86245763877764
1310,199.65872568442916
1311,113.90563655912338
1312,66.14839075367863
1313,197.7282463846178
1314,208.94325625204993
1315,114.95899141498123
1316,23.853194800267005
1317,188.45960768824213
1318,134.92956322109362
1319,182.33198324243585
1320,116.11044395215141
1321,137.05784795486156
1322,156.9024000138756
1323,154.0684604706615
1324,139.73214838175812
1325,85.61216275297187
1326,187.90160134517936
1327,147.1996422466638
1328,142.9840620286601
1329,45.929433192070356
1330,203.48610904247778
1331,102.86528936765166
1332,96.23975073974937
1333,92.57362345624577
1334,119.73103509570207
1335,123.45452948516842
1336,96.71759246652506
1337,147.433222475839
1338,144.52650069621626
1339,156.62414732506238
1340,33.64525482214837
1341,187.89417096499932
1342,176.84751101187157
1343,141.43341747427522
1344,168.1004077100048
1345,101.27859645169573
1346,173.1265317891958
1347,112.19578336771384
1348,121.64056129020967
1349,91.09125690447391
1350,114.69195928046778
1351,121.51382849363948
1352,191.39768439225134
1353,112.81869637628316
1354,261.46022840528946
1355,232.48704296469285
1356,199.54350266133002
1357,18.629591007359192
1358,192.38429796705606
1359,228.89427357807398
1360,100.40278335032409
1361,137.8392273569331
1362,153.90104254155764
1363,103.0819492703915
1364,77.21772764953151
